brand,name,rating,ingredients,link
Boscia,Revitalizing-Black-Hydration-Gel,3.8,"Water/Aqua/Eau, Glycerin, Dimethicone, Butylene Glycol, Glycereth-26,Isononyl Isononanoate, Lactobacillus/Punica Granatum Fruit Ferment Extract, Ascorbyl Glucoside, Glycolic Acid, Menthyl Lactate, Cyclopentasiloxane, Dimethiconol, PEG-10 Dimethicone, Sodium Hyaluronate, Epilobium Angustifolium Flower/Leaf/Stem Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Cynara Scolymus (Artichoke) Leaf Extract, Simmondsia Chinensis (Jojoba) Leaf Extract, Citrus Paradisi Seed Extract, Dipotassium Glycyrrhizate, Tocopheryl Acetate, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Carbomer, Sodium Polyacrylate, Xanthan Gum, Mica, Titanium Dioxide, Silica, Ceteth-25, Oleth-10, Charcoal Powder, Pelargonium Graveolens Flower Oil, 1,2-Hexanediol, Tropolone, Potassium Hydroxide.",https://www.makeupalley.com/product/showreview.asp/ItemId=148004/Revitalizing-Black-Hydration-Gel/Boscia/Moisturizers
Avon,Dramatic-Firming-Cream,3.5,"  Active Ingredients: Octinoxate 7.5%, Zinc Oxide 2.85%.  Inactive Ingredients: Water (aqua), diethylhexyl sebacate, cyclopentasiloxane, propylene glycol, hydroxypropyl starch phosphate, cyclohexasiloxane, cetearyl alcohol, glyceryl stearate, PEG-100 stearate, dimethicone, ceteareth-20, nylon-12, aluminum starch octenylsuccinate, acrylates/C10-30 alkyl acrylate crosspolymer, xanthan gum, triethoxycaprylylsilane, sodium hydroxide, disodium EDTA, methylisothiazolinone, phenoxyethanol. ",https://www.makeupalley.com/product/showreview.asp/ItemId=19126/Dramatic-Firming-Cream/Avon/Skincare---Face
Pro-Activ,Pro-Activ-Spf-15-oil-free-moisturizer,3.9,"Water (Aqua, Eau), Cetyl Ricinoleate, C12-15 Alkyl Benzoate,Hyaluronate Sodium, Ammonium Glycolate, Ceresin, Sorbitan Monostearate,Sorbitol, Glyceryl Monostearate, Peg-100 Stearate, Glycolic Acid, PropyleneGlycol, Magnesium Aluminum Silicate, Dimethicone, Xanthan Gum, DiazolidinylUrea, Trisodium EDTA, Methylparaben, Propylparaben.",https://www.makeupalley.com/product/showreview.asp/ItemId=45056/Pro-Activ-Spf-15-oil-free-moisturizer/Pro-Activ/Moisturizers
MyChelle,Oil-Free-Grapefruit-Cream,3.9,"Ingredients Aqua (Water), Caprylic/Capric Triglyceride (Coconut), Glycerin (Vegetable)*, Hamamelis Virginiana (Witch Hazel) Water, Coco-Caprylate/ Caprate (Coconut), Cetearyl Glucoside (Coconut)**, Alcohol Denatured (Grain)*, Glyceryl Stearate (Plant), Cetearyl Alcohol (Coconut)**, Squalane (Olives), Salix Alba (Willow) Bark Extract, Totarol (SCO2 Totarol™), Leptospermum Scoparium (Manuka) Oil, Hippophae Rhamnoides (Seabuckthorn) Fruit Extract, Olea Europaea (Olive) Leaf Extract*, Elaeis Guineensis (Palm) Oil, (Tocomin®), Tocopherol (D-alpha), Tocotrienols, Panthenol (D) (B5), Biotin (D) (B7), Pyridoxine HCL (B6), Niacinamide (B3), Aloe Barbadensis Leaf Juice Powder*, Rosmarinus Officinalis (Rosemary) Leaf Oil*, Fructooligosaccharides (D Beta) (NutraFlora®), Allantoin (Comfrey Root), Aspalathus Linearis (Rooibos) Extract, Citrus Paradisi (Pink Grapefruit) Peel Oil*, Lavandula Angustifolia (Lavender) Oil*, Lonicera Caprifolium (Honeysuckle) Flower Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Salvia Sclarea (Clary) Oil, Juniperous Communis (Juniper) Fruit Oil*, Citric Acid, Xanthan Gum (Fermented Sugar), Phytic Acid (Plant), Potassium Sorbate.  (*Certified Organic, **ECOCERT Approved/Accepted) 5/7/11",https://www.makeupalley.com/product/showreview.asp/ItemId=94286/Oil-Free-Grapefruit-Cream/MyChelle/Moisturizers
Biotherm,Pure.fect-Skin-Hydrating-Gel,4.5,"Water/Eau (Aqua), Caprylic/Capric Triglyceride, Butylene Glycol, Dimethicone, Pentylene Glycol, Butyrospermum Parkii (Shea) Butter, Sorbitan Stearate, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Limnanthes Alba (Meadowfoam) Seed Oil, DI-C12-15 Alkyl Fumarate, Algae Exopolysaccharides, Malus Domestica Fruit (Apple) Cell Culture Extract, Bambusa Vulgaris (Bamboo) Leaf/Stem Extract, Tetrapeptide-21, Pisum Sativum (Pea) Extract, Enantia Chlorantha Bark Extract, Alaria Esculenta Extract, Sodium Ascorbyl Phosphate, Biotin, Glucosamine HCL, Eucalyptus Globulus Leaf Oil, Ergothioneine, Oleanolic Acid, Cetyl Alcohol, Dimethicone/PEG-10/15 Crosspolymer, Stearic Acid, Carbomer, Xanthan Gum, Lecithin, Mannitol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Disodium EDTA, Caprylyl Glycol, Ethylhexylglycerin, Aminomethyl Propanol, Hexylene Glycol, Phenoxyethanol.",https://www.makeupalley.com/product/showreview.asp/ItemId=161059/Pure.fect-Skin-Hydrating-Gel/Biotherm/Moisturizers
Cle-de-Peau-Beaute,La-Creme,3.5,"2018: Water(Aqua/Eau)ï½¥Pentaerythrityl Tetraethylhexanoateï½¥Butylene Glycolï½¥Glycerinï½¥Triisostearinï½¥Squalaneï½¥Behenyl Alcoholï½¥Maltitolï½¥Talcï½¥Trehaloseï½¥Isodecyl Neopentanoateï½¥Peg/Ppg-14/7 Dimethyl Etherï½¥Petrolatumï½¥Hydrogenated Polyisobuteneï½¥Dimethiconeï½¥Potassium Methoxysalicylateï½¥Stearyl Alcoholï½¥Beheneth-20ï½¥Myristyl Myristateï½¥Silicaï½¥Microcrystalline Wax(Cera Microcristallina/Cire Microcristalline)ï½¥Phytosteryl Macadamiateï½¥Ammonium Polyacrylateï½¥Theanineï½¥Methylparabenï½¥Trisodium Edtaï½¥Polyvinyl Alcoholï½¥Tocopheryl Acetateï½¥Retinyl Acetateï½¥Fragrance (Parfum)ï½¥Sodium Citrateï½¥Helianthus Annuus (Sunflower) Seed Oilï½¥Bhtï½¥Glycyl Glycineï½¥Polyquaternium-51ï½¥Peg-40 Castor Oilï½¥Citric Acidï½¥Sodium Metaphosphateï½¥Sorbitan Oleateï½¥Phenoxyethanolï½¥Sodium Metabisulfiteï½¥Dipotassium Glycyrrhizateï½¥Sodium Acetylated Hyaluronateï½¥Iron Oxides (Ci 77492)ï½¥Isostearic Acidï½¥Alpha-Isomethyl Iononeï½¥Citronellolï½¥Glycyrrhiza Glabra (Licorice) Root Extractï½¥Linaloolï½¥Geraniolï½¥Benzyl Benzoateï½¥Lauryl Betaineï½¥Limoneneï½¥Paeonia Albiflora Root Extractï½¥Crataegus Monogyna Flower Extractï½¥Hydrolyzed Silkï½¥Serineï½¥Inositolï½¥Citrus Unshiu Peel Extractï½¥Alcoholï½¥Pinus Sylvestris Cone Extractï½¥Tocopherolï½¥Rosmarinus Officinalis (Rosemary) Leaf Extract (Rosmarinus Officinalis Leaf Extract)ï½¥Iron Oxides (Ci 77491)ï½¥Benzoic Acidï½¥Uncaria Gambir Extractï½¥Sodium Carboxymethyl Beta-Glucanï½¥Angelica Acutiloba Root Extractï½¥Centaurea Cyanus Flower Extractï½¥Sanguisorba Officinalis Root Extractï½¥Rubus Suavissimus (Raspberry) Leaf Extractï½¥Hydrolyzed Conchiolin Proteinï½¥Sodium Benzoateï½¥Bupleurum Falcatum Root Extractï½¥Zingiber Aromaticus Extract *********Ingredients: Water, Pentaerythrityl Tetraethylhexanoate, Glycerin, Butylene Glycol, Triisostearin, Squalane, Behenyl Alcohol, Xylitol, Maltitol, Petrolatum, Dimethicone, **Potassium Methoxysalicylate, PPG-12/SMDI Copolymer, Stearyl Alcohol, Beheneth-20, Phenoxyethanol, Silica, Tocopheryl Acetate, Alcohol, Potassium Hydroxide, Carbomer, Polyvinyl Alcohol, Trisodium EDTA, Citric Acid, **Retinyl Acetate, Fragrance, Sunflower Seed Oil, BHT, Panthenyl Ethyl Ether, Serine, Sodium Metaphosphate, Sodium Citrate, Iron Oxides (CI 77492), Hexyl Cinnamal, Alpha-isomethyl Ionone, Citronellol, Geraniol, Sodium Metabisulfite, Limonene, Linalool, Sodium Acetylated Hyaluronate, Thymus Serpillum Extract, Benzyl Benzoate, Centaurea Cyanus Flower Extract, Chaenomeles Sinensis Fruit Extract, Rosa Centifolia Flower Extract, Hydrolyzed Silk, Pyrola Incarnata Extract, Rasberry Leaf Extract, Iron Oxides (C1 77491), Tocopherol, Rosa Roxburghii Fruit Extract, Uncaria Gambir Extract, Bupleurum Falcatum Root Extract, Zingiber Aromaticus Extract, Hypericum Erectum Extract.",https://www.makeupalley.com/product/showreview.asp/ItemId=28780/La-Creme/Cle-de-Peau-Beaute/Moisturizers
Kiehls,Rare-Earth-Pore-Minimizing-Lotion,3.3,"Water, Dimethicone, Glycerin, Kaolin, Methylsilanol/Silicate Crosspolymer, Glyceryl Stearate SE, Arachidyl Alcohol, Phenoxyethanol, Caprylyl Glycol, Behenyl Alcohol, Ethylhexyl Glycerin, Glucoside, Tocopherol, Allantoin, Aloe Barbadensis Leaf Juice, Oat Kernel Flour, Xanthan Gum ",https://www.makeupalley.com/product/showreview.asp/ItemId=125918/Rare-Earth-Pore-Minimizing-Lotion/Kiehls/Moisturizers
NIVEA,rich-moisturizing-day-cream,3.7,"Water, Hdi/Trimenthylol Hexyllactone Crosspolymer, Glycerin, Isostearyl Neopentanoate, C12-15 Alkyl Benzoate, Myristyl Myristate, Phenoxyethanol, Cetearyl Olivate, Hydroxyethyl Acrylate/ Sodium, Acryloyldimethyl Taurate Copolymer, Sorbitan Olivate, Ascorbyl Tetraisopalminate, Carbomer, Avena Sativa (Oat) Kernel Extract, Squalane, Dipalmitoyl Hydroxyproline, Rosa Eglentaria (Rosehip) Seed Oil, Sodium, Hyaluronate, Sodium Citrate, Xanthan Gum, Rubus Idaeus (Raspberry) Seed Oil, Ethylhexylglycerin, Disodium Edta, Rosa Damascena Flower Oil, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hydroxide, Polysorbate 60, Silica Mica, Sorbitan Isostearate, Daucus Carota Sativa (Carrot) Root Extract, Daucus Carota Sativa (Carrot) Seed Oil, Beta-Carotene, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ascorbyl Palmitate, Benzyl Alcohol, Dehydroacetic Acid, Citral, Eugenol,. Geraniol, Citronellol, Farnesol, Linalool, Titanium Dioxide, Carmine",https://www.makeupalley.com/product/showreview.asp/ItemId=138905/rich-moisturizing-day-cream/NIVEA/Moisturizers
Avon,Basics-Rich-Moisture-Face-Cream,4.0,"Ingredients 2020: Aqua / Water, Squalane, Propylene Glycol, Glycerin, Butyrospermum Parkii Butter / Shea Butter, Peg-100 Stearate, Glyceryl Stearate, Myristyl Alcohol, Stearyl Alcohol, Sesamum Indicum Seed Oil / Sesame Seed Oil, Ozokerite, Synthetic Beeswax, Ppg-5 Pentaerythrityl Ether, Peg-5 Pentaerythrityl Ether, Dimethicone, Phenoxyethanol, Isopropyl Palmitate, Sorbitan Stearate, Glycine Soja Oil / Soybean Oil, Tocopheryl Acetate, Polyacrylamide, Sorbitan Oleate, Lithium Magnesium Sodium Silicate [Nano] / Lithium Magnesium Sodium Silicate, Chlorphenesin, C13-14 Isoparaffin, Glycine Soja Sterols / Soybean Sterols, Sodium Benzoate, Cocos Nucifera Oil / Coconut Oil, Hydrogenated Polyisobutene, Olea Europaea Oil / Olive Fruit Oil, Avena Sativa Kernel Flour / Oat Kernel Flour, Prunus Amygdalus Dulcis Oil / Sweet Almond Oil, Prunus Armeniaca Kernel Oil / Apricot Kernel Oil, Theobroma Cacao Seed Butter / Cocoa Seed Butter, Persea Gratissima Oil / Avocado Oil, Ethylhexylglycerin, Laureth-7, Panthenol, Allantoin, Sucrose Cocoate, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Ci 40800 / Beta-Carotene, Tocopherol, Aloe Barbadensis Leaf Extract, Citric Acid ****** Water, Squalane, Propylene Glycol, PEG-100 Stearate, Glyceryl Stearate, Cetyl Acetate, Myristyl Alcohol, Ozekerite, Sesamum Indicum (Sesame) Seed Oil, Isopropyl Lanolate, Stearyl Alcohol, Cera Alba (Beeswax), Dimethicone, Isopropyl Palmitate, Imidazolidinyl Urea, Hydrogenated Soybean Oil, Petrolatum, Lanolin Liquida (Lanolin) Oil, Lithium Magnesium Sodium Silicate, Lanolin, Allantoin, Methylparaben, Acetylated Lanolin Alcohol, PPG-5-Ceteth-20, Cholesterol, Avena Sativa (Oat) Kernel Flower, Propylparaben, Lanolin Alcohol, Tocopherol, Olea Europaea (Olive Fruit) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Prunus Dulcis (Sweet Almond) Oil, Theobroma Cacao (Cocoa) Seed Butter, Persea Gratissima (Avocado) Oil, Retinyl Palmitate, Panthenol, Silk Amino Acids, Calendula Officinalis Flower Oil, Lecithin, Butylparaben, Aloe Barbadensis Leaf Extract, TBHQ, Zea Mays (Corn) Oil, Beta-Carotene",https://www.makeupalley.com/product/showreview.asp/ItemId=117155/Basics-Rich-Moisture-Face-Cream/Avon/Moisturizers
La-Roche-Posay,Effaclar-Active-Matt-moisturizer,3.5,"Aqua, Water, Cyclopentasiloxane, Glycerin, Isocetyl Stearate, Alcohol Denat., Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Methyl Methacrylate Crosspolymer, Silica, Cyclohexasiloxane, PEG-100 Sterate, Cocamide Mea, Zinc PCA, Glyceryl Stearate, Triethanolamine, Isohexadecane, Sodium Citrate, Ascorbyl Glucoside, Nylon-12, Capryloyl Salicylic Acid, Tetrasodium EDTA, Polysorbate 80, Acrylates/C10-30 Alyl Acrylate Crosspolymer, Tocopherol, Methylparaben, Salicylic Acid, Parfum/Fragrance Updated: 6/25/2013 ",https://www.makeupalley.com/product/showreview.asp/ItemId=65704/Effaclar-Active-Matt-moisturizer/La-Roche-Posay/Moisturizers
Olay,Total-Effects-7-in-1-Mature-Skin-Therapy,3.9,"New 2015: Water, Glycerin, Niacinamide, Isohexadecane, Dimethicone, Isopropyl Isostearate, Stearyl Alcohol, Acrylamide/Sodium Acryloyldiemethyltaurate Copolymer, Cetyl Alcohol, Behenyl Alcohol, Tocopheryl Acetate, Polymethylsilsequioxane, Panthenol, Titanium Dioxide, C13-14 Isoparaffin, Caprylyl Glycol, 1,2 Hexanediol, Phenoxyethanol, Dimethiconol, Fragrance, Laureth-7, Stearic Acid, Sodium Benzoate, PEG-100 Stearate, Cetearyl Glucoside, Cetearyl Alcohol, Disodium EDTA, Glycine Soja (Soybean) Seed Extract, Zinc Oxide, Zingiber Officinale (Ginger) Root Extract, Sodium Hydroxide, Magnesium Ascorbyl Phosphate, Yellow 5, Camellia Sinesis Leaf Extract, Triethyoxycaprylylsilane, Red 40Old formula: WATER, GLYCERIN, NIACINAMIDE*, ISOHEXADECANE, DIMETHICONE, ISOPROPYL ISOSTEARATE, COCOS NUCIFERA (COCONUT) OIL, PANTHENOL**, TOCOPHERYL ACETATE***, MAGNESIUM ASCORBYL PHOSPHATE, CAMELLIA SINESIS LEAF EXTRACT, GLYCINE SOJA (SOYBEAN) SEED EXTRACT, ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT, HYDROLYZED WHEAT PROTEIN, SUCROSE POLYCOTTONSEEDATE, TITANIUM DIOXIDE, ZINC OXIDE, POLYACRYLAMIDE, STEARYL ALCOHOL, CETYL ALCOHOL, BEHENYL ALCOHOL, POLYMETHYLSILSESQUIOXANE, C13-14 ISOPARAFFIN, DIMETHICONOL, LAURETH-7, CETEARYL GLUCOSIDE, CETEARYL ALCOHOL, PEG-100 STEARATE, STEARIC ACID, SODIUM HYDROXIDE, AMMONIUM POLYACRYLATE, TRIETHOXYCAPRYLYLSILANE, PHENOXYETHANOL, BENZYL ALCOHOL, DISODIUM EDTA, METHYLPARABEN, ETHYLPARABEN, PROPYLPARABEN, FRAGRANCE, YELLOW 5, RED 40",https://www.makeupalley.com/product/showreview.asp/ItemId=99407/Total-Effects-7-in-1-Mature-Skin-Therapy/Olay/Moisturizers
Elizabeth-Arden,Prevage-Anti-aging-treatment,3.4,"Oatmeal Infusion (Avena sativa), Orange Flower Water (Citrus Aurantium amara, Aqua), Almond Oil (Prunus dulcis), Cocoa Butter (Theobroma cacao), Glycerine, Stearic Acid, Triethanolamine, Organic Jojoba Oil (Simmondsia chinensis), Lavender Oil (Lavandula augustifolia), Chamomile Blue Oil (Matricaria Chamomilla), Orange Blossom Absolute (Citrus Aurantium dulcis), Rose Absolute (Rosa damascena), Neroli Oil (Citrus Aurantium amara), Cetyl Stearyl Alcohol, *Coumarin, *Geraniol, *Citronellol, * Limonene, *Linalool, Perfume, Methylparaben, Propylparaben. *Occurs naturally in essential oils",https://www.makeupalley.com/product/showreview.asp/ItemId=96851/Prevage-Anti-aging-treatment/Elizabeth-Arden/Skincare---Face
Nu-Skin,Clear-Action-System,3.8,"Hungarian Thermal Water, Glycerin, Cetearyl Ethylhexanoate, Simmondsia Chinensis (Jojoba) Seed Oil, Squalane, Caprylic/Capric Triglyceride, Cetearyl Olivate, Stearyl Heptanoate, Butyrospermum Parkii (Shea Butter), Sorbitan Olivate, Cetearyl Alcohol, Mannitol, Phenoxyethanol, Prunus Armeniaca (Apricot) Kernel Oil, Pyrus Malus (Apple) Fruit Extract, Parfum (Fragrance), Tocopherol, Xanthan Gum, Ethylhexylglycerin, Linalool, Yeast Extract, Chlorella Vulgaris/Lupinus Albus Protein Ferment, Pectin, Limonene, Geraniol.",https://www.makeupalley.com/product/showreview.asp/ItemId=37250/Clear-Action-System/Nu-Skin/Skincare---Face
ELEMIS,All,3.9,"WATER (AQUA), PROPYLENE GLYCOL, GLYCERYL STEARATE, PEG-100 STEARATE, RETINOL, TOCOPHERYL ACETATE (VITAMIN E), PANTHENOL (PRO VITAMIN B5), ALLANTOIN, POLYSORBATE 20, METHYL GLUCETH-20, CETYL STEARATE, MUCOPOLYSACCHARIDES, AZULENE, TRIETHANOLAMINE, CARBOMER, DISODIUM EDTA, METHYLPARABEN, PROPYLPARABEN, DIAZOLIDINYL UREA, FRAGRANCE (PARFUM) 6/11/09",https://www.makeupalley.com/product/showreview.asp/ItemId=27242/All/ELEMIS/Skincare---Face
CHANEL,Hydra-Beauty-Creme,3.3,"Aqua (Water), Glycerin, Octyldodecyl Neopentanoate, Hydrogenated Polyisobutene, Silica, C12-15 Alkyl Benzoate, Pentylene Glycol, Octyldodecanol, PEG-40 Stearate, Camellia Kissi Seed Oil, Glyceryl Stearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Zingiber Officinale (Ginger) Root Extract, Camellia Japonica Flower Extract, Butyrospermum Parkii (Shea) Butter, Phytosteryl Canola Glycerides, Phenoxyethanol, Saccharide Isomerate, Cetyl Alcohol, Steareth-2, Dimethicone, Parfum (Fragrance), Caprylyl Glycol, Sodium Carbomer, Lauroyl Lysine, Propylene Glycol, PEG-12, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Hyaluronate, Sodium Citrate, Phytic Acid, Citric Acid, Methylparaben, Tocopherol, Propylparaben, Ascorbyl Palmitate, Ethylparaben, Sodium Benzoate.",https://www.makeupalley.com/product/showreview.asp/ItemId=155907/Hydra-Beauty-Creme/CHANEL/Moisturizers
Garnier,Moisture-Match-Goodbye-Dry,3.5,"AQUA/WATER, GLYCERIN, PENTAERYTHRITYL TETRAETHYLHEXANOATE, DIMETHICONE, BUTYLENE GLYCOL, BUTYROSPERMUM PARKII BUTTER/ SHEA BUTTER, GLYCERYL STEARATE SE, PEG-40 STEARATE, CETYL ALCOHOL, STEARIC ACID, PALMITIC ACID, ACER SACCHARINUM EXTRACT / SUGAR MAPLE EXTRACT, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CAMELLIA OLEIFERA SEED OIL, CAPRYLYL GLYCOL, CI 14700/RED 4, CI 47005/ACID YELLOW 3, CITRONELLOL, DIMETHICONOL, DISODIUM  EDTA, LINALOOL, MANNOSE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMETE, PHENOXYETHANOL, PRUNUS AMYGDALUS DULCIS OIL/SWEET ALMOND OIL, SODIUM HYDROXIDE, SORBITAN TRISTEARATE, TOCOPHEROL, PARFUM/FRAGRANCE",https://www.makeupalley.com/product/showreview.asp/ItemId=173283/Moisture-Match-Goodbye-Dry/Garnier/Moisturizers
Equate,Ultra-Gentle-Facial-Moisturizer-(Oil-Free),4.4,"water, glycerin, ethylhexyl palmitate, dimethicone, petrolatum, cyclomethicone, glycine soja (soybean) sterols, isopropyl isostearate, cetyl alcohol, PEG-10 soy sterol, glyceryl stearate, C12-15 alkyl benzoate, carbomer, tetrasodium EDTA, sodium hydroxide, diazolidinyl urea, ethylparaben, methyparaben, propylparaben.",https://www.makeupalley.com/product/showreview.asp/ItemId=141405/Ultra-Gentle-Facial-Moisturizer-(Oil-Free)/Equate/Moisturizers
rms-beauty,Raw-Coconut-Cream,3.8,*Cocos Nucifera (Coconut) Oil  * CERTIFIED ORGANIC,https://www.makeupalley.com/product/showreview.asp/ItemId=143883/Raw-Coconut-Cream/rms-beauty/Skincare---Face
CLARINS,HydraQuench-Cream-(Normal-to-dry-skin),3.7,"Water, Glycerin, Diethylhexyl Succinate, Caprylic/Capric Triglyceride, Silica, Cetearyl Alcohol, Dipentaerythrityl Tetrahydroxystearate/Tetraisostearate, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Glucoside, Cetyl Alcohol, Stearyl Alcohol, Dimethicone, Polyacrylamide, Caprylyl Glycol, Fragrance, C13-14 Isoparaffin, Ethylhexyl Glycerin, Tocopheryl Acetate, Sodium Hyaluronate, Sodium PCA, Tetrasodium EDTA, Butylene Glycol, Dimethiconol, Glyceryl Acrylate/Acrylic Acid Copolymer, Tocopherol, Laureth-7, Cedrelopsis Grevei Bark Extract, Pentylene Glycol, Pyrus Sorbus Bud Extract, Biosaccharide Gum-4, Thermus Thermophillus Ferment, Helianthus Annuus (Sunflower) Seed Oil, Lapsana Communis Flower/Leaf/Stem Extract, Camellia Sinensis Leaf Extract, Rhodiola Rosea Root Extract, Sodium Lauryl Sulfate, Phenoxyethanol, Sorbic Acid, Potassium Sorbate.",https://www.makeupalley.com/product/showreview.asp/ItemId=170038/HydraQuench-Cream-(Normal-to-dry-skin)/CLARINS/Moisturizers
Cliniderm,Soothing-Lotion,3.6," Aqua, Cyclomethicone, PEG/PPG-18/18 Dimethicone, Petrolatum, Cyclopentasiloxane, PEG/PPG-19/19 Dimethicone, Polysorbate 20, Sodium Chloride, Disodium EDTA, Sorbic Acid",https://www.makeupalley.com/product/showreview.asp/ItemId=98510/Soothing-Lotion/Cliniderm/Moisturizers
Olay,Complete-All-Day-Moisture-Cream-SPF-15--Sensitive,4.0,"Ingredients EU version *NOT US VERSION*:  Aqua, Glycerin, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Niacinamide, Dimethicone, Polyethylene, Isopropyl Palmitate, Octocrylene, Phenylbenzimidazole Sulfonic Acid, Aloe Vera Gel, Chamomilla Recutita, Tocopheryl Acetate, Panthenol, Propylene Glycol, Aluminum Starch Octenylsuccinate, Dimethiconol, Cetearyl Glucoside, Caprylic/Capric Triglyceride, Sodium Acrylates Copolymer, Arachidyl Alcohol, Benzyl Alcohol, Cetearyl Alcohol, Cetyl Alcohol, Myristyl Alcohol, Stearyl Alcohol, Myristic Acid, Palmitic Acid, Stearic Acid, Sorbitan Stearate, PEG-100 Stearate, C12-13 Pareth-3, Laureth-7, Triethanolamine, Imidazolidinyl Urea, Disodium EDTA, Ethylparaben, Methylparaben, Propylparaben, Sodium Methylparaben, Sodium Propylparaben.  Ingredients classic US version:  Active Ingredients: Octinoxate 6%, Zinc Oxide 3%. Inactive Ingredients: Water, Isohexadecane, Glycerin, Polyacrylamide C13-14 Isoparaffin, Laureth-7, Cyclopentasiloxane, PEG/PPG-20/20 Dimethicone, Steareth 21, Stearyl Alcohol, Sucrose Polycottonseedate, Behenyl Alcohol, Tocopheryl Acetate, Cetyl Alcohol, DMDM Hydantoin, Iodopropynyl Butylcarbamate, Disodium EDTA, Steareth 2, Oleth-3 Phosphate.  Ingredients new US version:  ACTIVE INGREDIENTS: 5.0% OCTISALATE, 3.0% AVOBENZONE, 3.0% HOMOSALATE, 2.6% OCTOCRYLENE. ALSO CONTAINS: WATER, GLYCERIN, DIMETHICONE, NIACINAMIDE, PENTYLENE GLYCOL, CETYL ALCOHOL, STEARYL ALCOHOL, BEHENYL ALCOHOL, ALOE BARBADENSIS LEAF JUICE, PANTHENOL, TOCOPHERYL ACETATE, ISOHEXADECANE, POLYSORBATE 60, DIMETHICONOL, CETEARYL GLUCOSIDE, CETEARYL ALCOHOL, BENZYL ALCOHOL, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ASCORBIC ACID, STEARIC ACID, METHYLPARABEN, ETHYLPARABEN, PROPYLPARABEN, PEG-4 LAURATE, PEG-4 DILAURATE, IODOPROPYNYL BUTYLCARBAMATE, PEG-4, DISODIUM EDTA, PEG-100 STEARATE.",https://www.makeupalley.com/product/showreview.asp/ItemId=79801/Complete-All-Day-Moisture-Cream-SPF-15--Sensitive/Olay/Moisturizers
Neutrogena,Visibly-Even-Daily-Moisturizer-SPF-30,3.6,"Active Ingredients: Avobenzone (3%), Homosalate (12%), Octisalate (5%), Octocrylene (1.7%), Oxybenzone (3%)  Inactive Ingredients: Water, C12 15 Alkyl Benzoate, Dimethicone, Glycine Soja (Soybean) Seed Extract, Cetearyl Alcohol, Diethylhexyl 2,6 Naphthalate, Ethylene/Acrylic Acid Copolymer, Glycerin, Panthenol, Phenyltrimethicone, Silica, Aluminum Starch Octenylsuccinate, Arachidyl Alcohol, Cetearyl Glucoside, Methylparaben, Steareth 2, Polyacrylate 13, Behenyl Alcohol, Titanium Dioxide, Steareth 21, Mica, Polymethylmethacrylate, Disodium EDTA, Polyisobutene, Arachidyl Glucoside, Pentaerythrityl Tetra Di T Butyl Hydroxyhydrocinnamate, Hydroxydrocinnamate, Boron Nitride, Polysorbate 20, Propylparaben, Ethylparaben, Benzalkonium Chloride, Phenoxyethanol, Fragrance",https://www.makeupalley.com/product/showreview.asp/ItemId=111503/Visibly-Even-Daily-Moisturizer-SPF-30/Neutrogena/Moisturizers
Philosophy,"Hope-in-a-Jar-for-Dry,-Sensitive-Skin",3.4,"water (aqua), glycerin, oryza sativa (rice) bran oil, c12-15 alkyl benzoate, glyceryl stearate, peg-100 stearate, octyldodecanol, cetyl alcohol, stearyl alcohol, lecithin, tocopheryl acetate, retinyl palmitate, arachidyl propionate, ethyl linoleate, ethyl linolenate, citric acid, lavandula angustifolia (lavender) oil, salvia officinalis (sage) oil, triethanolamine, diazolidinyl urea, phenoxyethanol, methylparaben, propylparaben.","https://www.makeupalley.com/product/showreview.asp/ItemId=46257/Hope-in-a-Jar-for-Dry,-Sensitive-Skin/Philosophy/Moisturizers"
